Airport ID,Page Rank
10661,15.86682506159803
11588,15.795687391679872
14683,15.249382290085997
13230,15.218862651921475
11233,15.154505304605443
14689,15.013990091230214
10431,14.928556798582598
12250,14.827979861540891
10800,14.78421208493284
13871,14.022184142549873
14027,13.984372437453102
10713,13.97468262881899
13507,13.887681269253303
11066,13.826263385326204
13931,13.789361813540523
11624,13.727971250491679
13898,13.602643161650738
12337,13.600158394931363
11550,13.596392393990314
12807,13.379559628061589
12815,13.336365291483087
15346,13.26090400896645
14814,12.744279751888051
15668,12.734158340836826
13851,12.657588463199753
11214,12.543862839809666
13256,12.418101417501491
13002,12.360115104888072
11637,12.207096826676292
15342,12.164444109217078
11762,11.929597925590407
14273,11.873174267947237
12127,11.835345738659186
14628,11.783329390602358
11775,11.729498189395512
12945,11.64129600620698
14082,11.214199281153292
14955,11.028363523136491
10325,10.928272310065614
10783,10.895091859661783
14492,10.726407681252386
14275,10.718784950674154
13731,10.665139247412215
10994,10.491152122328502
12819,10.42475006680962
11511,10.362926622872005
10519,10.298411083103405
10589,10.188350608123574
12278,10.11684343612299
13495,10.081451425214905
11996,9.942274252012105
11721,9.919470245504687
16353,9.75176205442976
11844,9.65350455807448
15624,9.586014575144722
10158,9.575303567895311
11833,9.552730980974761
11899,9.350158394931363
14489,9.3441360204135
12214,9.332118489264554
13347,9.094970497722187
10558,8.914641669795136
13398,8.756374938078139
13829,8.702539347312314
10613,8.694027261894112
10731,8.68326473933564
14150,8.655814089811196
15447,8.60913275390572
14570,8.603357612888624
11198,8.531067485840454
11921,8.524094169303533
10643,8.519047283820251
12128,8.500158394931363
14792,8.500158394931363
16947,8.500158394931363
15779,8.500158394931363
11219,8.500158394931363
11862,8.500158394931363
10254,8.500158394931363
11790,8.500158394931363
11859,8.45956244193168
11995,8.410129947361666
10184,8.367863454958757
13942,8.35374231101528
11973,8.234706056095103
14582,8.227722497495465
14986,8.206349625575779
10967,8.093138304771738
11041,8.054920299693269
14533,8.014108651136068
10408,7.966361874317713
14229,7.943261843207225
12992,7.92406849995133
14062,7.923372680645647
14332,7.79182506159803
10372,7.688498584745597
15295,7.675229908258456
11027,7.637439643248336
11098,7.567410000462946
13770,7.51345188895012
15862,7.488864991518394
14804,7.478870038617625
14131,7.425253461769817
13198,7.382612203613504
12888,7.267708318698823
14512,7.199621047931861
13686,7.15432506159803
14102,7.146532853805821
15024,7.135239870613966
12016,7.13356332333629
15232,7.117957356621301
14877,7.101921373554807
11883,7.083491728264696
15376,7.000294213592836
12268,6.925888914411882
12206,6.88301514100036
12784,6.684956929729897
14880,6.568373253120841
14559,6.559794824491649
14088,6.546135406425615
14942,6.546135406425615
14875,6.524522320642593
10615,6.462279607052574
13894,6.462045906818873
14477,6.461630256403223
14050,6.419205175637013
12758,6.34607447069575
14952,6.3423973053530025
12954,6.295830689262753
11997,6.274274556547525
13768,6.186205370467413
14485,6.185914305687272
15579,6.170597955370923
10139,6.159280522803491
11028,6.049026983774572
14307,6.026537571769055
11535,6.008368300967356
14805,5.989103447463372
13710,5.854619999392967
12253,5.848270053387848
15215,5.841184035957004
14320,5.793376664261015
12853,5.78294600789139
11122,5.737515032025978
12635,5.72702042179339
12708,5.71757266234563
13476,5.702716765439331
11042,5.697063440355769
14474,5.682561102207166
13485,5.679809749646514
11288,5.6758102624436955
12633,5.625651005768801
12755,5.611630256403224
10416,5.573093617651067
14685,5.558263681383121
12720,5.483455653228621
11646,5.464444109217076
11869,5.454325061598029
12598,5.448036296756633
12641,5.403210897983866
16567,5.376226770999738
12779,5.373549690550918
11559,5.35730125207422
12786,5.35287512264809
14524,5.321406566887035
10581,5.3060844441694925
15282,5.271249541022509
13369,5.250917722473385
16390,5.213812241085209
16954,5.2106533263565264
15406,5.187658394931362
10599,5.166508861837437
10849,5.13613762583582
12638,5.119877564650532
12822,5.096418746898236
10241,5.060821736844704
12899,5.031967651593354
12851,5.019109066762469
15412,5.012499432312455
10194,4.9987950670933445
15041,4.986203872569427
12704,4.981352653571273
12055,4.972460785531983
12391,4.9660284839026
13987,4.910644838312542
10257,4.90575862211585
12769,4.893272506894602
11908,4.89310711288008
11648,4.8518742242330966
11484,4.836365291483086
12773,4.836365291483086
11503,4.830753052096235
12844,4.809005797528765
10204,4.806706013978982
12917,4.784230355267342
10630,4.78238452804188
15991,4.768772558545526
14718,4.751606459694644
13629,4.750158394931362
12676,4.737194491942079
14270,4.735872680645648
13704,4.7223806171535845
14167,4.7223806171535845
14627,4.687306486174282
14919,4.680440215213182
15581,4.674785005630308
12324,4.674141935767766
10349,4.67116249585407
10135,4.655429680359318
11545,4.654920299693267
14493,4.647136416909384
15887,4.644611914384881
14119,4.639560104333071
12896,4.607358087336281
14125,4.5878207325937
13367,4.582989356540492
12653,4.572741367514334
12671,4.551984346757314
10225,4.544885219830601
16668,4.543261843207224
12171,4.526745696518664
14635,4.492131271880771
14234,4.470987776944954
14745,4.46810711288008
11879,4.46810711288008
10926,4.433230763176144
14539,4.43230178106411
13032,4.426874640606867
15049,4.396517953247442
14856,4.387572128540748
15245,4.3673960787451325
13055,4.3625922573652245
11823,4.349817001199554
11711,4.331110775883743
12474,4.320991728264695
12436,4.297644428450915
10938,4.29330560305319
12370,4.29330560305319
15721,4.290036692961833
10654,4.283168103669226
13890,4.2810674858404525
10361,4.269005401583247
13241,4.266504548777516
14109,4.266504548777516
11283,4.259602839375806
12902,4.259602839375806
12519,4.259602839375806
11447,4.259602839375806
13121,4.2591435957770285
13211,4.2591435957770285
11725,4.2591435957770285
10640,4.256584443777683
11961,4.250158394931362
16582,4.250158394931362
16871,4.250158394931362
14256,4.238291454283933
12003,4.174260546963435
14816,4.173876343649311
15709,4.170886881420718
12831,4.165581970681025
12315,4.141184035957004
14696,4.136678497322554
13693,4.118261843207224
15472,4.0983062594508795
11492,4.098013777487831
12211,4.084473034543911
15448,4.073723718496686
10313,4.058745658493246
10327,4.0486575445016895
12175,4.04777744255041
12719,4.026484518625907
12195,3.996707046652427
11327,3.9932902630632303
15885,3.9863652914830867
15856,3.978783936056903
12855,3.97188777291074
10980,3.9685077038257153
15085,3.910764926227549
11603,3.8837241883948543
11726,3.8832151529881207
12737,3.8637947585677255
15171,3.8596455744185416
14895,3.8457729189783803
15853,3.8432264379994057
13381,3.821083380830968
13415,3.821083380830967
14698,3.8156367277512855
10792,3.786606237670788
15231,3.7856021178750847
12492,3.7810025507755176
11952,3.7589059818039487
15861,3.751105364628332
12012,3.7415426411243513
15370,3.72005051068482
16815,3.7163969704119793
10868,3.6947189858481098
12294,3.6708912731642407
11003,3.6694479938206124
12615,3.6578662750377196
12265,3.6459907838223793
13264,3.6245513893214287
10874,3.573214236821949
15027,3.569132327324353
11413,3.5683965229263057
14738,3.544778219551186
16428,3.541825061598029
11399,3.541825061598029
16603,3.532625927398894
11638,3.4726852821601795
12709,3.456484445007412
11053,3.438794758567725
14797,3.4305155377885046
12621,3.4030585827300275
14987,3.3783635231364904
15841,3.317259708252187
14691,3.317077517903328
10930,3.306729845740826
15356,3.3066878731550013
11227,3.3001635299364964
15293,3.289490738638706
15794,3.2820295129437844
10405,3.242619680870909
11643,3.2064355557483593
15798,3.1846500294229965
14252,3.1527022257310544
10927,3.1326758774488446
12649,3.1265951765405573
15020,3.1076852766517926
10170,3.1049325575503524
11555,3.076701954147335
14695,3.072471479043512
14960,3.064014410710455
12141,3.053722269719856
13862,3.0514404462134133
11980,3.050262452490321
15785,3.0456129403859076
14576,2.9404239420726186
13806,2.9388759273988945
15043,2.9368571413843485
12348,2.926402983675951
12323,2.9121166082917225
15385,2.8951259273988947
14802,2.8599714790435113
15138,2.858823082956515
10958,2.850457796128967
12018,2.8334917282646956
15012,2.781178425951393
10247,2.7753367163036704
14967,2.768280088053055
12255,2.7412864529198853
11773,2.7323012520742194
13434,2.7270244172638645
11695,2.712358939601391
10627,2.7012669850054443
11411,2.6820259838641682
15061,2.6655356889571338
11845,2.656921679955517
10157,2.653473527659833
14218,2.64506842356601
12223,2.640552057842083
16965,2.6209917282646957
14282,2.569462073610041
12884,2.562699206042494
11867,2.51257286979523
12235,2.5116895351109796
10685,2.511416838573382
15725,2.503937936033238
14853,2.4957305572918456
11468,2.491855815073349
14306,2.4893121465851134
10208,2.4891408426125197
10647,2.471961913759481
11941,2.4525609139099678
14457,2.4255614357822286
14467,2.421692485840453
15023,2.401314357991296
15257,2.396263509786477
14276,2.368015537788505
14819,2.3548881246610915
12087,2.349929534677121
15554,2.3314376637106307
12174,2.3060094587611495
13433,2.3039938661815915
16525,2.298627782686464
10785,2.297231840271807
14193,2.294639316132117
13936,2.2825658023387696
12545,2.2742812019489063
10965,2.2742812019489063
15124,2.25160116747185
14288,2.248772668354402
13501,2.2320170021065207
12868,2.2189008411484274
11931,2.196754411357139
15855,2.1959917282646955
13964,2.186708937766194
12574,2.176720475409246
13076,2.168766813699635
13034,2.16843798767904
12247,2.139396250877761
15498,2.1281638594122367
12553,2.125158394931362
16929,2.125158394931362
14871,2.125158394931362
12610,2.1124599822329495
14262,2.081314468760401
14863,2.062658394931362
16498,2.061781201948906
13767,2.050694765614766
15374,2.020800030750153
11421,2.0205264387878183
14842,1.9807815229903873
10781,1.9743260420853475
10535,1.9290045487775158
13388,1.9227774425504096
16813,1.912658394931362
15070,1.9104235886741172
15228,1.8940575991753943
13158,1.887580096117673
15656,1.8215869663599336
11146,1.8076238792875823
11587,1.7983823886093984
13016,1.7864528111750169
15323,1.781532128645812
13676,1.772885667658635
15626,1.7662056922286593
12321,1.714999990117785
10666,1.7097806609841057
14783,1.7091554084695517
12094,1.707584179029418
11979,1.7001583949313621
14212,1.7001583949313621
16879,1.7001583949313621
12217,1.6913051731873037
10136,1.6826058226723124
11267,1.6816793313961955
14130,1.6544000335480007
12982,1.6433223562636667
11481,1.635442457006079
11463,1.6325611022071658
10631,1.6189192792549847
14006,1.6146991513325837
10396,1.6058056030531895
15045,1.601501796149088
14025,1.58823628191711
12932,1.5868323895000933
11282,1.5517456965186638
11007,1.546266685963511
10775,1.5402478838163614
13486,1.5344304777334599
10961,1.5075475574929385
12857,1.5075475574929385
13296,1.4990892413605132
11898,1.4943237982563753
11803,1.4513779071264843
13290,1.4509581914377776
14314,1.4341546968619803
12007,1.427584555268915
12402,1.4247996772386338
14013,1.4235702729084574
14530,1.4231749177198147
11982,1.42064431139906
10504,1.416825061598029
10011,1.416825061598029
13429,1.416825061598029
15919,1.4096315588308819
14108,1.3896544066849261
15086,1.3819156893610705
12244,1.370243416209475
10990,1.353960200069101
12898,1.3521585888573946
12448,1.3461173453335573
11641,1.3174973434475115
13502,1.2951584754620022
13200,1.292436940758295
11714,1.2852774425504097
15383,1.2789817760390323
12280,1.2637312058689716
15177,1.2476841954606295
12187,1.2365220312949985
10676,1.2313587860113233
10039,1.2284017568993435
13564,1.2144441092170764
13574,1.2144441092170764
12078,1.2144441092170764
12134,1.2144441092170764
12728,1.1942060139789812
13377,1.186199662436432
15278,1.161729980608002
12335,1.1608823886093982
13984,1.1552866000595672
13029,1.1551862856096498
14716,1.1487815693881125
14028,1.1436107758837433
14520,1.1415642067912164
10329,1.1326583949313622
14574,1.1307115071432459
10561,1.1111020966884764
11430,1.104325061598029
10747,1.08994855491383
16869,1.0744876631227573
12882,1.0697263631951084
11612,1.0510847177294769
16218,1.0411698294049938
11376,1.030788123458287
15380,1.0168221006041613
12559,0.9800677910002887
11471,0.9535880402214725
10279,0.952554194287037
12725,0.9446028393758066
11619,0.9361702996932669
14182,0.9061661468693467
12951,0.9054339861269082
10923,0.8903335750811616
12916,0.889811504979209
13504,0.8794687397589483
12891,0.8627323594284035
15454,0.8615752550268693
13841,0.8563178152212172
16969,0.8501583949313621
15532,0.8501583949313621
12878,0.8501583949313621
13422,0.8464798291345074
15220,0.834558865616122
15458,0.8311048457408265
13109,0.8280804728534401
11050,0.8072314032238826
13947,0.8030820021432906
13111,0.8004830702560375
12841,0.7993036940766612
12663,0.7993036940766612
11335,0.7835150024815181
13008,0.7788297236026908
14572,0.7728856676586349
12455,0.7668397389226913
15160,0.7577341525071198
11150,0.7496130734637638
13184,0.7447818653825554
12944,0.7293762491492164
14648,0.7293762491492164
13341,0.7235906688077015
11699,0.7234891831552441
11140,0.7180084664405606
13579,0.7094033541763214
15589,0.7084917282646955
11097,0.6787861252257591
13493,0.6781345854075527
11675,0.664150545532121
10857,0.6540859622094449
10616,0.654004548777516
11977,0.6372492927625897
14237,0.6363804042992245
14259,0.6289126553296016
13295,0.6185800722038858
11049,0.6083191444382654
13105,0.5918152350786883
15793,0.5863652914830864
15754,0.5863652914830864
11315,0.5807490844350951
10670,0.5803328135360133
15411,0.5793990260950702
14092,0.5697410958658924
11280,0.5694594492070357
10385,0.5668250615980288
11778,0.5610810459982439
15650,0.5578303526033198
13203,0.5567160076153258
11252,0.5477963888402099
11203,0.5446250323046121
12544,0.5439924498684002
10996,0.5415940613670286
15731,0.5314083949313622
14794,0.5304511372248554
11871,0.5229758552488225
13277,0.5186644417616731
12397,0.5106685899930107
13674,0.5001583949313622
12965,0.5001583949313622
11953,0.49307367032179067
14588,0.4823926628816475
16745,0.44752681598399374
14543,0.4346028393758066
13685,0.4326145352822394
15389,0.43015299303331256
11615,0.4157815314847313
10414,0.40740655217951943
11617,0.4073994946976932
11905,0.40627416346774264
10732,0.40514704507199123
10171,0.4049202996932669
15706,0.4004229451959124
13360,0.39578651329254727
11537,0.391112236443832
15249,0.39031019052295424
13771,0.3891426953910725
10333,0.38904179414084833
11106,0.38652203129499857
14810,0.38652203129499857
14972,0.38652203129499857
10268,0.3819506133208878
13795,0.3745627615556247
11650,0.37435194331845895
16101,0.3719483642481442
10155,0.3705388579231612
12124,0.34216051843312345
10198,0.3322157296382778
11013,0.327671153317953
13338,0.32708147185443914
13117,0.32708147185443914
10237,0.32708147185443914
13484,0.32386650642525505
10033,0.31941568936107045
15069,0.31941568936107045
12396,0.3192812019489061
12119,0.3183544400709657
13255,0.314973209746177
13439,0.3017712981571687
13024,0.2966924858404531
10016,0.2932618432072243
10065,0.2932618432072243
11401,0.2932618432072243
12252,0.2932618432072243
10085,0.2932618432072243
11367,0.2932618432072243
12847,0.2932618432072243
14711,0.29296414170395846
14674,0.28756440115290594
11076,0.2780548718463106
14470,0.27435194331845897
16927,0.27435194331845897
14487,0.26516743740531495
15250,0.2577341525071198
15339,0.2577341525071198
11391,0.2501583949313622
10577,0.24920630647927372
10146,0.24744231126274283
15640,0.24301553778850501
14764,0.24301553778850501
11375,0.22229994127493605
11274,0.22164359577702816
10434,0.21814922387222668
12245,0.2181071128800801
13543,0.21591381299676535
11002,0.2120124982748272
12190,0.21029913137968534
13983,0.20894888346546414
14633,0.20843808358888308
11067,0.20650016896972173
11415,0.19310753980358397
11123,0.19220701878385305
10910,0.19125909750747458
13933,0.18905089135717906
15427,0.18230178106411002
11577,0.18032173385150196
14098,0.17304761882612377
11493,0.1701583949313622
14254,0.1686320103040366
11111,0.16779953531328393
10469,0.16519681567755343
13464,0.15756580233876957
14656,0.15756580233876957
10778,0.15756580233876957
11538,0.15756580233876957
12228,0.15756580233876957
13546,0.15351031770280824
15481,0.14928120194890604
11842,0.14928120194890604
10141,0.14433567553445667
16558,0.14422619154153166
14704,0.14310840492963825
14231,0.1417924458119884
11337,0.14108435217703846
14120,0.13646851101759766
15153,0.1350790298519971
10819,0.1350790298519971
11086,0.1350790298519971
13655,0.1305008287499396
12365,0.12334680072846366
11719,0.11821395048691775
14222,0.11054800532097257
11456,0.10913275390572116
13459,0.10740291926927091
14712,0.10056921579796169
13292,0.10022528456346923
15051,0.0980768437480146
11946,0.09674930402227129
12956,0.09674930402227129
13077,0.09513046197046834
14303,0.09480956580204526
10322,0.09471206690384903
11085,0.09368474038078456
13520,0.09058392684625581
10014,0.08645281117501702
15599,0.08645281117501702
14551,0.08645281117501702
10697,0.08111077588374314
10886,0.08111077588374314
13246,0.08111077588374314
10165,0.07861993339290066
16311,0.07673497150793877
14905,0.07320833822535136
16520,0.07099172826469553
16643,0.07099172826469553
14397,0.07080337668882927
10617,0.06884143593221202
11441,0.0679002816325085
13282,0.0679002816325085
10557,0.0679002816325085
11656,0.0665646449313622
14713,0.0665646449313622
12363,0.06173105129343418
15381,0.05963541402355977
14892,0.05918617270913997
13176,0.05759082736379463
15548,0.05689625087776085
12263,0.05682506159802886
10439,0.05535320012616738
13194,0.0541980165985956
14672,0.05262753073383133
15700,0.05246608723905451
11512,0.05120944598241325
11241,0.05120944598241325
10562,0.04831703515799109
10347,0.04831703515799109
12494,0.04792797694751955
13490,0.04768868384096144
12156,0.04723398001217376
10744,0.044267562719176916
14113,0.043525741870137705
10040,0.043305603053189604
15504,0.043305603053189604
15601,0.0426583949313622
14070,0.04182506159802886
13418,0.041517050469884874
13127,0.04073095728963884
11531,0.03681167954171806
12207,0.03681167954171806
12375,0.035282361873510956
13348,0.034997208715562715
10918,0.034624023287967994
14943,0.03409053065990511
13139,0.03316810366922627
15897,0.031286512845194396
10779,0.031286512845194396
11092,0.031286512845194396
14054,0.031067485840453102
15401,0.02907851327455746
12915,0.02907851327455746
12028,0.028874611147578413
15048,0.028032484665917044
15260,0.02757774977007187
12320,0.026638145710178394
10950,0.0265689072400781
12412,0.026455204738331618
10817,0.02639296283259676
14465,0.02639296283259676
13122,0.02639296283259676
11825,0.02631224108520835
11410,0.02631224108520835
10243,0.02631224108520835
11813,0.02631224108520835
12177,0.025948993221960488
13115,0.02568392045688772
12131,0.025012196100952837
11197,0.02217680387284806
11525,0.02184206840074995
13865,0.021355402412658955
13949,0.019476576749544013
13832,0.019005401583246897
10409,0.0185880402214726
12511,0.0185880402214726
13344,0.018128796622694118
12129,0.017470003892665658
10739,0.017470003892665658
12343,0.017470003892665658
13785,0.017124462795633653
10266,0.017124462795633653
12132,0.017124462795633653
14553,0.016792445811988417
15108,0.016792445811988417
15569,0.016504548777516042
10275,0.01610586209834156
11470,0.01610586209834156
15570,0.01294034981858024
10728,0.012732359428403615
15074,0.012732359428403615
11308,0.010917888602248273
15607,0.010917888602248273
10272,0.009602839375806641
11865,0.009602839375806641
14812,0.009602839375806641
10221,0.009602839375806641
10925,0.009602839375806641
15582,0.009602839375806641
14534,0.009602839375806641
13182,0.009143595777028158
12136,0.0001583949313621964
14488,0.0001583949313621964
14736,0.0001583949313621964
16560,0.0001583949313621964
12297,0.0001583949313621964
12745,0.0001583949313621964
13505,0.0001583949313621964
13697,0.0001583949313621964
13450,0.0001583949313621964
11147,0.0001583949313621964
11827,0.0001583949313621964
13667,0.0001583949313621964
12388,0.0001583949313621964
13540,0.0001583949313621964
14044,0.0001583949313621964
14996,0.0001583949313621964
11789,0.0001583949313621964
14597,0.0001583949313621964
15525,0.0001583949313621964
